"_id","name","agency","category","compartments","relatedItemsParents","relatedItemsChildren","relatedItems","family","status","links","description"
"YawmrpMSksCJhTZc3","PSP","NSA","Program","","","","","Collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Personal Security Product. // President's Surveillance Program."
"jGYF5HpQzWzGutfPb","PUZZLECUBE","NSA","program","","","","","collect","unknown","",""
"m9KoFsEgTW4xi7y4a","PYLON","NSA","compartment","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","SIGINT Exchange Designators with Third or Fourth Parties."
"MquXvEuyzZag753wz","QFD","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Question Filled Dataset"
"NoD53HyEQPBiymKSj","QFIRE","NSA","attack vector","","[[TURMOIL]],[[TURBINE]]","","[[QUANTUM]],[[FOXACID]],[[TURMOIL]],[[QUANTUMTHEORY]]","network","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2,http://www.dailytech.com/Tax+and+Spy+How+the+NSA+Can+Hack+Any+American+Stores+Data+15+Years/article34010.htm, dailytech.com - Tax and Spy: How the NSA Can Hack Any American, Stores Data 15 Years,http://www.wikileaks-forum.com/nsa/332/snowden-leak-nsa-qfire-16-slides/26507/,wikileaks-forum.com - Forward-based Defense with QFIRE June 3 , 2011,https://www.eff.org/document/20131230-spiegel-qfire,Slides about QUANTUM, QFIRE and TURBULENCE,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","System used for infecting computers. Involves both [[TURMOIL]], [[TURBINE]], and additional infrastructure. Co-opted routers, according to Jacob Appelbaum, these may in cases be unwitting home or business routers, that have been %u201Cpwned%u201D. The Goal seems to be to reduce latency, and therefor increase the success rate of [[QUANTUMINSERT]]/[[FOXACID]] attacks. Eliminate trans-Atlantic/Pacific latency. Consolidated low-latency [[QUANTUMTHEORY]], capability under development for forward-based defense."
"ozPrGju5pHm9YeibF","QUANTUM","NSA","attack vector","","[[TAO]]","[[QUANTUMBOT]],[[QUANTUMCOPPER]],[[QUANTUM INSERT]],[[QUANTUMCOOKIE]],[[QUANTUMNATION]],[[QUANTUMSKY]],[[QUANTUMTHEORY]]","[[FOXACID]],[[QUANTUMBOT]],[[QUANTUMCOPPER]],[[QUANTUM INSERT]],[[QUANTUMCOOKIE]],[[QUANTUMNATION]],[[QUANTUMSKY]],[[QUANTUMTHEORY]]","network","active","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html, media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum,https://www.schneier.com/blog/archives/2013/10/how_the_nsa_att.html,schneier.com - How the NSA Attacks Tor/Firefox Users With QUANTUM and FOXACID ,http://cryptome.org/2013/12/nsa-quantum-tasking.pdf, cryptome.org NSA QUANTUM tasking techniques,http://arstechnica.com/security/2013/10/nsa-repeatedly-tries-to-unpeel-tor-anonymity-and-spy-on-users-memos-show/,ArsTechnica - NSA repeatedly tries to unpeel Tor anonymity and spy on users, memos show,http://www.slate.com/blogs/future_tense/2013/10/04/tor_foxacid_flying_pig_nsa_attempts_to_sabotage_countersurveillance_tool.html,Slate.com - How the NSA Is Trying to Sabotage a U.S. Government-Funded Countersurveillance Tool,http://www.spiegel.de/international/europe/british-spy-agency-gchq-hacked-belgian-telecoms-firm-a-923406.html,Spiegel.de - Britain's GCHQ Hacked Belgian Telecoms Firm,http://www.nytimes.com/2014/01/15/us/nsa-effort-pries-open-computers-not-connected-to-internet.html?smid=tw-share&_r=1,nytimes.com - N.S.A. Devises Radio Pathway Into Computers,https://www.aclu.org/files/natsec/nsa/20140130/%28TS%29%20NSA%20Quantum%20Tasking%20Techniques%20for%20the%20R&T%20Analyst.pdf , ACLU - NSA Quantum Taskin Techniques for the R&T Analyst","To trick targets into visiting a [[FOXACID]] server, the NSA relies on its secret partnerships with US telecoms companies. As part of the [[TURMOIL]] system, the NSA places secret servers, codenamed [[QUANTUM]], at key places on the Internet backbone for a man-in-the-middle (or a man-in-the-side). The NSA uses these fast [[QUANTUM]] servers to execute a packet injection attack, which surreptitiously redirects the target to the [[FOXACID]] server."
"WfCjaXhaWA4cSqerR","QUANTUMBOT","NSA","attack vector","","[[QUANTUM]]","","[[QUANTUM]],[[FOXACID]]","network","active","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum,http://cryptome.org/2013/12/nsa-quantum-tasking.pdf, cryptome.org - NSA QUANTUM tasking techniques","hijack IRC bot"
"K4vKEWLuBpTYAakji","QUANTUMCOOKIE","NSA","attack vector","","[[QUANTUM]]","","[[QUANTUM]],[[FOXACID]]","network","attack vector","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum,https://www.schneier.com/blog/archives/2013/10/how_the_nsa_att.html,schneier.com - How the NSA Attacks Tor/Firefox Users With QUANTUM and FOXACID] by Bruce Schneier,http://cryptome.org/2013/12/nsa-quantum-tasking.pdf,cryptome.org - NSA QUANTUM tasking techniques","force cookies onto target browsers"
"RDh9cQL9ASLHzLPK3","QUANTUMCOPPER","NSA","attack vector","","[[QUANTUM]]","","[[QUANTUM]],[[FOXACID]]","network","active","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2] The militarization of the Internet by Jacob Appelbaum,http://cryptome.org/2013/12/nsa-quantum-tasking.pdf,cryptome.org - NSA QUANTUM tasking techniques","a.k.a the great firewall of earth (like the Great Firewall of China)"
"NLoKnYWcccvx9KvRs","QUANTUM INSERT","NSA","attack vector","","[[QUANTUM]]","","[[QUANTUM]],[[FOXACID]]","network","attack vector","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,https://www.schneier.com/blog/archives/2013/10/how_the_nsa_att.html,schneier.com - How the NSA Attacks Tor/Firefox Users With QUANTUM and FOXACID] by Bruce Schneier,http://cryptome.org/2013/12/nsa-quantum-tasking.pdf,cryptome.org - NSA QUANTUM tasking techniques,https://www.schneier.com/blog/archives/2013/11/another_quantum.html , schneier.com - Another QUANTUMINSERT Attack Example","It appears to be a method with which the person being targeted, without their knowledge, is redirected to websites that then plant malware on their computers that can then manipulate them. Some of the employees whose computers were infiltrated had ""good access"" to important parts of Belgacom's infrastructure, and this seemed to please the British spies, according to the slides."
"QifR3Xuyc34QpMzpR","QUANTUMNATION","NSA","attack vector","","[[QUANTUM]]","[[COMMONDEER]]","[[QUANTUM]],[[FOXACID]],[[VALIDATOR]],[[COMMONDEER]]","network","active","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,https://www.schneier.com/blog/archives/2013/10/how_the_nsa_att.html,schneier.com - How the NSA Attacks Tor/Firefox Users With QUANTUM and FOXACID,http://cryptome.org/2013/12/nsa-quantum-tasking.pdf, cryptome.org - NSA QUANTUM tasking techniques",""
"c7RBcbxEDQuSaDPhp","QUANTUMSKY","NSA","attack vector","","[[QUANTUM]]","","[[QUANTUM]],[[FOXACID]]","network","active","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,https://www.schneier.com/blog/archives/2013/10/how_the_nsa_att.html,schneier.com - How the NSA Attacks Tor/Firefox Users With QUANTUM and FOXACID,http://cryptome.org/2013/12/nsa-quantum-tasking.pdf, cryptome.org - NSA QUANTUM tasking techniques",""
"LGnKqqHu7JzxqzZWf","QUANTUMTHEORY","NSA","attack vector","[[TOP SECRET]],[[REL TO USA]],[[REL TO AUS]],[[REL TO CAN]],[[REL TO GBR]],[[REL TO NZL]]","[[QUANTUM]]","","[[QUANTUM]],[[FOXACID]],[[SEASONMOTH]]","network","active","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html, media.ccc.de -To Protect And Infect Part 2] The militarization of the Internet by Jacob Appelbaum,https://www.schneier.com/blog/archives/2013/10/how_the_nsa_att.html,schneier.com - How the NSA Attacks Tor/Firefox Users With QUANTUM and FOXACID] by Bruce Schneier,http://cryptome.org/2013/12/nsa-quantum-tasking.pdf, cryptome.org - NSA QUANTUM tasking techniques,https://www.eff.org/document/20131230-spiegel-qfire, eff.org - Slides about QUANTUM, QFIRE and TURBULENCE,http://www.spiegel.de/fotostrecke/photo-gallery-how-the-nsa-infiltrates-computers-fotostrecke-105339-2.html , Spiegel - How the nsa infiltrates computers ","Extremely powerful CNE/CND/CNA network effects are enabled by integrating passive and active systems:"
"82vWLm3Q2BThhp53a","QUICK","NSA","program","","","","","collect","unknown","",""
"n223PDzfzKCyMTtno","RADON","NSA","attack vector","","","","","network","unknown","http://www.lemonde.fr/international/article/2013/10/22/la-diplomatie-francaise-sur-ecoute-aux-etats-unis_3500717_3210.html, LeMonde.fr - Espionnage de la NSA : la diplomatie fran\E7aise \E9tait sur \E9coute aux Etats-Unis,https://www.documentcloud.org/documents/807030-ambassade.html#document/p1, docs by lemonde.fr,https://www.schneier.com/blog/archives/2013/10/code_names_for.html, schneier.com - Code Names for NSA Exploit Tools,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Bi-directional host tap that can inject Ethernet packets onto the same targets. Allows bi-directional exploitation of Denies networks using standard on-net tools."
"4CL3TjNLh9pqKKnvi","RAGEMASTER","NSA","program","[[TS]],[[SI]],[[REL TO USA]],[[FVEY]]","[[TAWDRYYARD]]","","[[NIGHTWATCH]],[[GOTHAM]],[[VIEWPLATE]]","collect","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html , media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf , cryptome.org - NSA's catalog,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","provides a target for RF flooding and allows for easier collection of the [[VAGRANT]] video signal. The current RAGEMASTER unit taps the red video line on the VGA cable. It was found that, empirically, this provides the best video return and cleanest readout of the monitor contents. When the RAGEMASTER is illuminated by a radar unit, the illuminating signal is modulated with the red video information. This information is re-radiated, where it is picked up at the radar, demodulated, and passed onto the processing unit, such as a [[LFS-2]] and an external monitor."
"ngWpj53unyE2YGy9Q","RAGTIME","NSA","program","","","","","collect","unknown","http://apps.washingtonpost.com/g/page/national/nsa-report-on-privacy-violations-in-the-first-quarter-of-2012/395/, apps.washingtonpost.com - NSA report on privacy violations in the first quarter of 2012,http://www.washingtonian.com/blogs/dead_drop/surveillance-state/ragtime-codename-of-nsas-secret-domestic-intelligence-program-revealed-in-new-book.php, washingtonian.com - Ragtime: Code name of NSA - Secret Domestic Intelligence Program","RAGTIME is the code name of four secret surveillance programs conducted by the NSA. These special programs are conducted under the code name RAGTIME (also abbreviated as RT), and are divided into several subcomponents (RAGTIME-A, RAGTIME-B, RAGTIME-C, and RAGTIME-P). It's said that about 50 companies have provided data to this domestic collection program."
"49qFtij4QCjcLYWAx","RAMPART","NSA","program","","","","","collect","unknown","http://www.spiegel.de/international/world/secret-nsa-documents-show-how-the-us-spies-on-europe-and-the-un-a-918625.html, Der Spiegel - Codename 'Apalachee': How America Spies on Europe and the UN","RAMPART is a [[NSA]] operational branches that intercept heads of state and their closest aides. Known divisions are RAMPART-A, RAMPART-I and RAMPART-T, which focuses on foreign governments."
"LD2sCiT5amc32hx8d","RC-10","NSA","program","","","","","process","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","new name of the [[SHARKFIN]] program, high-capacity/high-speed vacuum cleaner, sweeps up all-source communications intelligence (COMINT) from a variety of communication methods and systems."
"nt3ivooMgnr7QLhLX","RETROREFLECTOR","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","a term for a special kind of mirror that always sends a signal directly back on the path it comes from, regardless of the angle."
"5BekumQ8EYKpmcuEu","RETURNSPRING","NSA","program","","","","[[IRATEMONK]],[[WISTFULTOLL]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Spotted on [[IRATEMONK]], [[WISTFULTOLL]] diagrams"
"7M2ocXqPaZYGqA35x","RICHTER","NSA","compartment","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","SIGINT Exchange Designators of Germany"
"WXegNiPqmxRDQonbg","ROC","NSA","compartment","","[[TAO]]","","[[TAO]]","collect","unknown","https://en.wikipedia.org/wiki/Office_of_Tailored_Access_Operations, en.wikipedia.org - TAO ,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","NSA [[TAO]] Remote Operation Center [[ROC]] is their intelligence exploitation centers. It is supposed to be distributed around the world, with suspected locations such as Dagger Complex, Griesheim, Darmstadt, Germany, Fort Meade, Maryland. [[TAO]] has also expanded to NSA Hawaii (Wahiawa, Oahu), NSA Georgia (Fort Gordon, Georgia), NSA Texas (Medina Annex, San Antonio, Texas), and Buckley Air Force Base, Denver."
"mSbPGzm893XgXfjMK","ROCKYKNOB","NSA","program","","","","[[CROSSBEAM]]","process","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Optional Digital Signal Processing (DSP) Module for [[CROSSBEAM]]."
"ENqKSZZ7msqhM3WC6","RONIN","NSA","program","","","","","database","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Database of tor events"
"qrMj3EqDk8QG5c5Cu","RORIPA","NSA","compartment","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","SIGINT Exchange Designators with Third or Fourth Parties."
"kBwozAPseaeTofzq7","ROYALCONCIERGE","GCHQ","program","[[TOP SECRET]],[[COMINT]],[[REL TO USA]],[[REL TO AUS]],[[REL TO CAN]],[[REL TO GBR]],[[REL TO NZL]]","","","","collect","active","http://cryptome.org/2013/11/gchq-royal-concierge.jpg,crpytome.org on ROYAL CONCIERGE","identifies potential diplomatic Hotel reservations. Automated bulk contact chaining between Reservation email adresses and ""gov.xx"" addresses. Possible extentions: ""favourite"" hotels, counter-intelligence/foreign relations support, [[XKEYSCORE]] fingerprinting, car hire..."
"JxugEzM9E8AZPTeC5","SARDINE","NSA","compartment","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","SIGINT Exchange Designators with Third or Fourth Parties."
